epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,2886.65,1.19898,0.94347,1.25142,0.80387,0.6454,0.74016,0.52054,1.35609,0.92111,1.35774,0.00800131,0.00800131,0.00800131
180,2902.6,1.19083,0.93432,1.23836,0.84162,0.62804,0.74766,0.51436,1.35884,0.91063,1.34442,0.00798047,0.00798047,0.00798047
181,2918.57,1.17788,0.90876,1.23333,0.82271,0.6235,0.74447,0.51796,1.33457,0.92535,1.32545,0.00795954,0.00795954,0.00795954
182,2934.76,1.19394,0.94964,1.23735,0.85468,0.6059,0.73558,0.5135,1.34865,0.93635,1.34048,0.00793853,0.00793853,0.00793853
183,2950.86,1.20165,0.93776,1.25541,0.84934,0.6345,0.74933,0.51749,1.34896,0.91283,1.33523,0.00791744,0.00791744,0.00791744
184,2966.88,1.20068,0.96032,1.24725,0.84189,0.5994,0.72427,0.49351,1.33801,0.89986,1.33616,0.00789628,0.00789628,0.00789628
185,2982.84,1.18256,0.92414,1.24174,0.83125,0.63033,0.74646,0.52847,1.34295,0.89245,1.35013,0.00787503,0.00787503,0.00787503
186,2998.82,1.19405,0.94069,1.24844,0.83701,0.61909,0.7405,0.5162,1.35084,0.8894,1.33905,0.00785371,0.00785371,0.00785371
187,3014.83,1.20004,0.92339,1.23988,0.82732,0.59685,0.7228,0.50354,1.34171,0.87784,1.32802,0.00783231,0.00783231,0.00783231
188,3030.69,1.20233,0.93882,1.24535,0.81266,0.66039,0.73692,0.51234,1.33719,0.91384,1.3381,0.00781084,0.00781084,0.00781084
189,3046.61,1.20021,0.93276,1.2472,0.83593,0.63758,0.74782,0.5193,1.3419,0.92884,1.3445,0.00778929,0.00778929,0.00778929
190,3062.44,1.18466,0.92676,1.22552,0.81449,0.64136,0.74177,0.51017,1.37148,0.91927,1.35339,0.00776766,0.00776766,0.00776766
191,3078.49,1.17371,0.92091,1.21859,0.82393,0.67091,0.75561,0.51866,1.36066,0.92178,1.34476,0.00774596,0.00774596,0.00774596
192,3095.01,1.19153,0.92639,1.23073,0.81658,0.56985,0.70331,0.49942,1.34956,0.91167,1.32459,0.00772419,0.00772419,0.00772419
193,3111.24,1.18146,0.92819,1.22682,0.85032,0.61965,0.74465,0.51501,1.35645,0.89563,1.33753,0.00770234,0.00770234,0.00770234
194,3127.34,1.16859,0.89942,1.21655,0.85555,0.61067,0.73986,0.50565,1.38436,0.91675,1.36048,0.00768042,0.00768042,0.00768042
195,3143.24,1.17638,0.89317,1.21892,0.87188,0.62072,0.75221,0.5096,1.35608,0.90436,1.34609,0.00765843,0.00765843,0.00765843
196,3159.2,1.17193,0.91408,1.2181,0.83563,0.65559,0.74828,0.49666,1.3466,0.90294,1.33829,0.00763637,0.00763637,0.00763637
197,3175.17,1.1858,0.91219,1.23057,0.83493,0.6324,0.73927,0.49929,1.37275,0.90473,1.35295,0.00761423,0.00761423,0.00761423
198,3191.13,1.16481,0.88548,1.20859,0.84463,0.6671,0.76035,0.50604,1.38671,0.90941,1.36521,0.00759203,0.00759203,0.00759203
199,3206.99,1.16859,0.8915,1.20806,0.8367,0.6331,0.73929,0.51203,1.36762,0.88082,1.3458,0.00756976,0.00756976,0.00756976
200,3222.79,1.17074,0.90859,1.22448,0.83641,0.65342,0.75491,0.52407,1.36968,0.91223,1.34757,0.00754741,0.00754741,0.00754741
201,3238.64,1.17382,0.92605,1.22385,0.81869,0.66724,0.7509,0.50553,1.38505,0.92386,1.36344,0.007525,0.007525,0.007525
202,3254.66,1.16584,0.91731,1.21433,0.82004,0.65315,0.7489,0.5173,1.36186,0.89013,1.34682,0.00750252,0.00750252,0.00750252
203,3270.61,1.16861,0.90687,1.21967,0.83593,0.66919,0.75571,0.51774,1.36514,0.89914,1.35206,0.00747997,0.00747997,0.00747997
204,3286.55,1.16439,0.89331,1.224,0.85778,0.67858,0.77204,0.52249,1.36725,0.90305,1.34887,0.00745736,0.00745736,0.00745736
205,3302.45,1.19325,0.92297,1.23545,0.8508,0.60546,0.73163,0.49695,1.3808,0.89922,1.35915,0.00743468,0.00743468,0.00743468
206,3319.06,1.16742,0.91208,1.22708,0.84031,0.66365,0.76034,0.52463,1.3697,0.89084,1.35561,0.00741194,0.00741194,0.00741194
207,3335.53,1.17558,0.91678,1.22043,0.84395,0.67157,0.76998,0.53443,1.35528,0.87759,1.34281,0.00738913,0.00738913,0.00738913
208,3351.86,1.16674,0.89985,1.21522,0.84509,0.6272,0.73892,0.50511,1.3658,0.88345,1.34653,0.00736625,0.00736625,0.00736625
209,3368.09,1.14583,0.87993,1.1997,0.86052,0.69501,0.78029,0.53018,1.37654,0.8777,1.35841,0.00734332,0.00734332,0.00734332
210,3384.28,1.16327,0.91359,1.21624,0.84798,0.67634,0.76937,0.52349,1.36906,0.90307,1.35001,0.00732032,0.00732032,0.00732032
211,3400.44,1.17009,0.93282,1.22778,0.82975,0.66975,0.76584,0.52647,1.34865,0.89021,1.33987,0.00729725,0.00729725,0.00729725
212,3416.68,1.18012,0.91679,1.2321,0.82352,0.66431,0.76239,0.51947,1.36307,0.91256,1.35563,0.00727413,0.00727413,0.00727413
213,3432.81,1.15532,0.89419,1.2018,0.83602,0.67359,0.7676,0.52864,1.36527,0.91611,1.3415,0.00725094,0.00725094,0.00725094
214,3448.94,1.17848,0.88833,1.2244,0.80908,0.68992,0.76381,0.52467,1.35484,0.92332,1.32817,0.0072277,0.0072277,0.0072277
215,3465.18,1.16004,0.886,1.20841,0.83699,0.67416,0.7653,0.52667,1.34415,0.89935,1.32704,0.00720439,0.00720439,0.00720439
216,3481.24,1.18374,0.91074,1.23212,0.83597,0.63459,0.75137,0.51898,1.35235,0.88786,1.3366,0.00718103,0.00718103,0.00718103
217,3497.36,1.16774,0.9329,1.21944,0.86471,0.66426,0.77225,0.53419,1.35028,0.88885,1.32546,0.00715761,0.00715761,0.00715761
218,3513.63,1.15361,0.90717,1.2039,0.85178,0.66327,0.77291,0.53015,1.3478,0.87071,1.32379,0.00713413,0.00713413,0.00713413
219,3529.87,1.14096,0.87261,1.20668,0.84565,0.68799,0.77216,0.52888,1.34082,0.87158,1.33092,0.00711059,0.00711059,0.00711059
220,3546.38,1.15941,0.88249,1.21405,0.84056,0.67778,0.76925,0.53051,1.34176,0.8852,1.32715,0.007087,0.007087,0.007087
221,3563.11,1.15752,0.88814,1.20471,0.85134,0.67041,0.77207,0.52149,1.35659,0.88368,1.32667,0.00706335,0.00706335,0.00706335
222,3579.43,1.16741,0.89143,1.21753,0.8624,0.64628,0.76379,0.51972,1.35098,0.87119,1.32441,0.00703964,0.00703964,0.00703964
223,3595.83,1.15074,0.87129,1.21212,0.85534,0.68621,0.78203,0.52709,1.36208,0.86383,1.34419,0.00701588,0.00701588,0.00701588
224,3612.58,1.16318,0.87742,1.21194,0.85456,0.67591,0.77742,0.52749,1.34452,0.86057,1.33601,0.00699207,0.00699207,0.00699207
225,3628.85,1.14919,0.89607,1.21825,0.85761,0.68804,0.77425,0.5261,1.36102,0.86581,1.3462,0.0069682,0.0069682,0.0069682
226,3644.88,1.15584,0.90316,1.21636,0.85015,0.689,0.77137,0.52554,1.37731,0.87807,1.35752,0.00694428,0.00694428,0.00694428
227,3660.72,1.15178,0.89411,1.21856,0.85343,0.67625,0.7722,0.52466,1.37056,0.90174,1.3456,0.00692031,0.00692031,0.00692031
228,3676.56,1.13603,0.88056,1.2079,0.82584,0.68307,0.75737,0.51768,1.38484,0.89422,1.36309,0.00689629,0.00689629,0.00689629
229,3692.4,1.12566,0.8554,1.20147,0.82048,0.66449,0.74868,0.50483,1.38419,0.90223,1.36845,0.00687222,0.00687222,0.00687222
230,3708.22,1.14881,0.85331,1.19919,0.84639,0.64641,0.75241,0.52099,1.35168,0.88196,1.33985,0.00684809,0.00684809,0.00684809
231,3724.11,1.13711,0.85343,1.20055,0.85644,0.67149,0.76864,0.52562,1.34939,0.87285,1.34376,0.00682392,0.00682392,0.00682392
232,3739.98,1.14996,0.88581,1.20411,0.86086,0.67063,0.76943,0.52281,1.35465,0.88635,1.34375,0.0067997,0.0067997,0.0067997
233,3755.84,1.13923,0.87131,1.20139,0.83958,0.67762,0.76979,0.52722,1.35166,0.88893,1.34245,0.00677543,0.00677543,0.00677543
234,3771.76,1.13024,0.8598,1.19564,0.84599,0.68931,0.77849,0.52781,1.35755,0.89238,1.34245,0.00675112,0.00675112,0.00675112
235,3787.82,1.12201,0.86047,1.1848,0.8231,0.6923,0.77631,0.52788,1.35102,0.89555,1.33771,0.00672675,0.00672675,0.00672675
236,3804.3,1.12946,0.88169,1.19644,0.8456,0.65649,0.75359,0.51267,1.35738,0.89518,1.34013,0.00670234,0.00670234,0.00670234
237,3820.42,1.13141,0.88174,1.20306,0.85,0.65213,0.75356,0.51019,1.36047,0.90154,1.33844,0.00667789,0.00667789,0.00667789
238,3836.56,1.12179,0.84478,1.18627,0.85746,0.65298,0.76506,0.52887,1.35939,0.89223,1.33803,0.00665339,0.00665339,0.00665339
239,3852.56,1.11169,0.84782,1.1786,0.83834,0.6759,0.76606,0.52565,1.36163,0.90354,1.33283,0.00662885,0.00662885,0.00662885
240,3868.54,1.14844,0.86957,1.20444,0.82862,0.66631,0.75623,0.51422,1.36705,0.91548,1.33143,0.00660426,0.00660426,0.00660426
241,3884.5,1.13661,0.88226,1.19308,0.8133,0.6957,0.7704,0.52508,1.36002,0.88821,1.33601,0.00657963,0.00657963,0.00657963
242,3900.43,1.12579,0.84973,1.19632,0.83811,0.70022,0.76527,0.51817,1.36239,0.89978,1.34391,0.00655496,0.00655496,0.00655496
243,3916.3,1.14144,0.85975,1.20349,0.81953,0.6944,0.76698,0.52285,1.34809,0.87739,1.3292,0.00653025,0.00653025,0.00653025
244,3932.19,1.14032,0.85379,1.20376,0.85132,0.68476,0.77792,0.53143,1.35138,0.87372,1.33087,0.0065055,0.0065055,0.0065055
245,3948,1.11122,0.83243,1.18774,0.83107,0.67948,0.76816,0.52743,1.35625,0.89443,1.33329,0.00648071,0.00648071,0.00648071
246,3963.9,1.11279,0.84614,1.18913,0.82609,0.6923,0.76817,0.53171,1.3486,0.88146,1.3357,0.00645588,0.00645588,0.00645588
247,3979.67,1.11234,0.85122,1.18476,0.82573,0.6936,0.77339,0.52573,1.35278,0.8748,1.33618,0.00643101,0.00643101,0.00643101
248,3995.5,1.12829,0.83992,1.19231,0.83493,0.69183,0.77034,0.52763,1.34737,0.86459,1.33505,0.0064061,0.0064061,0.0064061
249,4011.36,1.12135,0.84804,1.19827,0.82387,0.69367,0.7724,0.52282,1.34654,0.88056,1.33958,0.00638115,0.00638115,0.00638115
250,4027.37,1.11856,0.83546,1.18943,0.81923,0.69082,0.76957,0.52574,1.35446,0.8966,1.33908,0.00635617,0.00635617,0.00635617
251,4043.85,1.1136,0.83442,1.19454,0.82562,0.69286,0.77447,0.52896,1.35855,0.90349,1.34804,0.00633115,0.00633115,0.00633115
252,4060.17,1.10532,0.82166,1.186,0.83663,0.7039,0.7794,0.52678,1.35384,0.89524,1.34402,0.0063061,0.0063061,0.0063061
253,4076.31,1.12002,0.85024,1.19919,0.8233,0.68007,0.76217,0.51866,1.3498,0.89433,1.34071,0.00628101,0.00628101,0.00628101
254,4092.31,1.13001,0.86189,1.19322,0.83014,0.69036,0.77319,0.52545,1.34646,0.87507,1.33935,0.00625589,0.00625589,0.00625589
255,4108.12,1.12582,0.85362,1.19116,0.82014,0.68358,0.76282,0.52423,1.34441,0.89336,1.3394,0.00623074,0.00623074,0.00623074
256,4124.21,1.11124,0.82586,1.18146,0.82419,0.68819,0.76184,0.52558,1.34266,0.88642,1.33749,0.00620555,0.00620555,0.00620555
257,4140.15,1.11326,0.83638,1.18257,0.84042,0.67719,0.76357,0.5195,1.36512,0.89534,1.3543,0.00618034,0.00618034,0.00618034
258,4155.96,1.09852,0.8153,1.17043,0.82263,0.68608,0.76897,0.52211,1.35637,0.90069,1.34666,0.00615509,0.00615509,0.00615509
259,4171.91,1.09408,0.8392,1.18728,0.8233,0.68008,0.75697,0.51667,1.3545,0.89834,1.34523,0.00612981,0.00612981,0.00612981
260,4187.75,1.10813,0.84236,1.18927,0.8306,0.71004,0.77976,0.53091,1.3433,0.89586,1.33727,0.0061045,0.0061045,0.0061045
261,4203.58,1.08401,0.81205,1.16498,0.82836,0.69569,0.76582,0.52673,1.33851,0.89682,1.33552,0.00607916,0.00607916,0.00607916
262,4219.44,1.10941,0.83639,1.19152,0.80613,0.69502,0.7617,0.52271,1.34603,0.89681,1.34154,0.0060538,0.0060538,0.0060538
263,4235.25,1.10888,0.83026,1.18184,0.82203,0.6977,0.775,0.52963,1.35302,0.89781,1.34251,0.0060284,0.0060284,0.0060284
264,4251.08,1.11064,0.83446,1.18424,0.81777,0.70079,0.77473,0.53228,1.36109,0.89037,1.34734,0.00600298,0.00600298,0.00600298
265,4267.05,1.11647,0.8554,1.185,0.83601,0.69094,0.7762,0.53416,1.34668,0.89363,1.32709,0.00597754,0.00597754,0.00597754
266,4283.6,1.08804,0.79674,1.16521,0.82717,0.70264,0.77987,0.53602,1.35248,0.90958,1.33121,0.00595207,0.00595207,0.00595207
267,4300.04,1.10367,0.83182,1.17746,0.83698,0.69568,0.77636,0.53027,1.3478,0.89348,1.32503,0.00592657,0.00592657,0.00592657
268,4316.19,1.11393,0.83095,1.19404,0.83218,0.68601,0.76912,0.52531,1.35158,0.90494,1.3302,0.00590105,0.00590105,0.00590105
269,4332.1,1.09339,0.798,1.1585,0.81389,0.69726,0.77914,0.53236,1.35654,0.8989,1.33136,0.00587551,0.00587551,0.00587551
270,4347.91,1.0907,0.82963,1.17003,0.82389,0.69889,0.77759,0.53024,1.35832,0.8922,1.34108,0.00584994,0.00584994,0.00584994
271,4363.66,1.10549,0.8094,1.18293,0.85135,0.69274,0.78224,0.53504,1.36002,0.8876,1.34065,0.00582435,0.00582435,0.00582435
272,4379.7,1.09005,0.80934,1.17244,0.85378,0.69455,0.77884,0.52771,1.36121,0.88519,1.34467,0.00579874,0.00579874,0.00579874
273,4395.56,1.09221,0.8126,1.17075,0.82565,0.70602,0.77332,0.52216,1.35358,0.89547,1.3346,0.00577311,0.00577311,0.00577311
274,4411.38,1.09331,0.81776,1.17352,0.84064,0.71821,0.77706,0.5195,1.35689,0.90384,1.34003,0.00574746,0.00574746,0.00574746
275,4427.19,1.09148,0.80153,1.17582,0.84519,0.71996,0.78668,0.52577,1.35123,0.90643,1.33409,0.00572179,0.00572179,0.00572179
276,4443.17,1.09029,0.81157,1.16258,0.83763,0.70409,0.77722,0.51756,1.35967,0.89725,1.33731,0.0056961,0.0056961,0.0056961
277,4459.05,1.09888,0.81378,1.17204,0.83661,0.6951,0.77268,0.52,1.357,0.89276,1.3397,0.0056704,0.0056704,0.0056704
278,4474.99,1.08525,0.79866,1.16008,0.82045,0.70666,0.77864,0.52735,1.34957,0.88397,1.33549,0.00564468,0.00564468,0.00564468
279,4490.99,1.10373,0.84049,1.18334,0.83557,0.69866,0.78156,0.52855,1.34794,0.89183,1.33949,0.00561894,0.00561894,0.00561894
280,4507.07,1.10366,0.81555,1.17739,0.8369,0.69221,0.77906,0.53052,1.34585,0.88724,1.33223,0.00559318,0.00559318,0.00559318
281,4523.44,1.11231,0.83343,1.18055,0.82291,0.70913,0.78207,0.52971,1.35116,0.88601,1.33047,0.00556742,0.00556742,0.00556742
282,4539.47,1.08238,0.81133,1.16611,0.83541,0.70752,0.78254,0.53104,1.35016,0.87468,1.32467,0.00554163,0.00554163,0.00554163
283,4555.44,1.0725,0.80144,1.15727,0.82383,0.69755,0.77094,0.52101,1.34769,0.87326,1.3256,0.00551584,0.00551584,0.00551584
284,4571.43,1.08908,0.81337,1.16973,0.8055,0.70216,0.77003,0.51567,1.348,0.89149,1.33233,0.00549003,0.00549003,0.00549003
285,4587.41,1.10162,0.81373,1.1794,0.81168,0.70461,0.76992,0.52103,1.35152,0.88673,1.34101,0.00546421,0.00546421,0.00546421
286,4603.34,1.07278,0.79778,1.16058,0.81964,0.72031,0.7767,0.5259,1.35143,0.88078,1.33927,0.00543837,0.00543837,0.00543837
287,4619.3,1.08169,0.81015,1.16598,0.83677,0.70991,0.77988,0.52982,1.35437,0.87806,1.33809,0.00541253,0.00541253,0.00541253
288,4635.19,1.10931,0.81326,1.17631,0.82634,0.70084,0.77462,0.52982,1.34603,0.87998,1.336,0.00538668,0.00538668,0.00538668
289,4651.07,1.07954,0.80775,1.16606,0.82251,0.69783,0.77237,0.52868,1.34121,0.88622,1.32641,0.00536081,0.00536081,0.00536081
290,4666.87,1.07891,0.82643,1.16966,0.83208,0.69774,0.78044,0.53298,1.35113,0.87301,1.33544,0.00533494,0.00533494,0.00533494
291,4682.75,1.08885,0.81609,1.17625,0.82759,0.69816,0.77771,0.53146,1.36386,0.8764,1.34539,0.00530906,0.00530906,0.00530906
292,4698.62,1.0829,0.80774,1.16436,0.82807,0.70341,0.77731,0.53269,1.36233,0.87411,1.34751,0.00528318,0.00528318,0.00528318
293,4714.44,1.07831,0.79933,1.16035,0.84305,0.70867,0.78084,0.52443,1.35998,0.87844,1.34469,0.00525728,0.00525728,0.00525728
294,4730.25,1.0877,0.81352,1.16183,0.8324,0.7075,0.77571,0.52118,1.36046,0.8864,1.34546,0.00523139,0.00523139,0.00523139
295,4746.17,1.08841,0.81765,1.16328,0.83351,0.70632,0.77692,0.52191,1.36761,0.88184,1.35177,0.00520548,0.00520548,0.00520548
296,4762.74,1.06034,0.7773,1.15522,0.83524,0.71762,0.78147,0.51981,1.3716,0.88966,1.35616,0.00517958,0.00517958,0.00517958
297,4779.1,1.0587,0.77638,1.14628,0.84143,0.71381,0.78408,0.51889,1.37292,0.89032,1.35502,0.00515366,0.00515366,0.00515366
298,4795.49,1.0783,0.80292,1.15819,0.83759,0.71602,0.78222,0.52152,1.37055,0.887,1.35015,0.00512775,0.00512775,0.00512775
299,4811.52,1.07244,0.78014,1.15446,0.82735,0.71672,0.78144,0.51964,1.37387,0.88259,1.34773,0.00510184,0.00510184,0.00510184
300,4827.35,1.04987,0.78784,1.15094,0.83126,0.70432,0.77871,0.51638,1.36709,0.87918,1.34698,0.00507592,0.00507592,0.00507592
301,4843.47,1.07508,0.78934,1.16253,0.8397,0.71427,0.7909,0.53335,1.36013,0.87734,1.34325,0.00505,0.00505,0.00505
302,4859.36,1.08033,0.78999,1.15605,0.82906,0.72061,0.78735,0.52889,1.35486,0.87358,1.34348,0.00502408,0.00502408,0.00502408
303,4875.3,1.07343,0.8051,1.16514,0.82823,0.70903,0.77995,0.52099,1.35567,0.88538,1.34039,0.00499816,0.00499816,0.00499816
304,4891.32,1.06462,0.77743,1.15433,0.82105,0.70497,0.77511,0.5156,1.35579,0.8945,1.34041,0.00497225,0.00497225,0.00497225
305,4907.24,1.07719,0.79363,1.16574,0.82494,0.70473,0.77447,0.51934,1.35585,0.89335,1.34353,0.00494634,0.00494634,0.00494634
306,4923.23,1.06204,0.78668,1.15524,0.83376,0.69605,0.76638,0.51786,1.36118,0.88627,1.35262,0.00492042,0.00492042,0.00492042
307,4939.24,1.05826,0.79414,1.15008,0.83101,0.70774,0.77052,0.51742,1.36263,0.88461,1.35418,0.00489452,0.00489452,0.00489452
308,4955.1,1.06102,0.79947,1.15535,0.83685,0.70816,0.77139,0.51879,1.35825,0.89234,1.34729,0.00486861,0.00486861,0.00486861
309,4970.99,1.05298,0.78201,1.14439,0.85095,0.69725,0.77011,0.51853,1.35474,0.89941,1.34429,0.00484272,0.00484272,0.00484272
310,4987.07,1.06226,0.80725,1.15058,0.83572,0.70271,0.77139,0.52338,1.35597,0.90848,1.34294,0.00481682,0.00481682,0.00481682
311,5003.61,1.06398,0.78315,1.14983,0.82059,0.69106,0.76772,0.5256,1.35497,0.90436,1.33803,0.00479094,0.00479094,0.00479094
312,5020.03,1.0722,0.80404,1.14794,0.83504,0.69274,0.77313,0.53262,1.35757,0.90611,1.33782,0.00476506,0.00476506,0.00476506
313,5036.34,1.06232,0.77104,1.14244,0.8231,0.69738,0.76978,0.52824,1.35191,0.89944,1.33282,0.00473919,0.00473919,0.00473919
314,5052.32,1.06114,0.78155,1.15493,0.82906,0.69871,0.77003,0.52834,1.35986,0.90007,1.3398,0.00471332,0.00471332,0.00471332
315,5068.12,1.06647,0.78699,1.14343,0.83476,0.7074,0.78114,0.53251,1.36024,0.90167,1.34121,0.00468747,0.00468747,0.00468747
316,5084.07,1.04879,0.75041,1.14284,0.83608,0.7151,0.78431,0.53088,1.36,0.90191,1.33672,0.00466163,0.00466163,0.00466163
317,5100.06,1.04574,0.76368,1.14081,0.83576,0.71262,0.78321,0.5305,1.36402,0.89055,1.34239,0.00463579,0.00463579,0.00463579
318,5116.03,1.05058,0.77321,1.14981,0.8366,0.72201,0.78863,0.53221,1.36665,0.89094,1.34224,0.00460997,0.00460997,0.00460997
319,5131.87,1.05118,0.76661,1.13258,0.83914,0.72371,0.79382,0.53504,1.36281,0.90154,1.34633,0.00458416,0.00458416,0.00458416
320,5147.73,1.04886,0.76701,1.14633,0.83889,0.71935,0.79214,0.53457,1.35927,0.91505,1.34082,0.00455837,0.00455837,0.00455837
321,5163.62,1.05541,0.78059,1.15991,0.83437,0.72248,0.79003,0.52978,1.35816,0.90036,1.33882,0.00453258,0.00453258,0.00453258
322,5179.53,1.06605,0.77694,1.15594,0.84268,0.70985,0.78499,0.52796,1.35888,0.897,1.34024,0.00450682,0.00450682,0.00450682
323,5195.42,1.05381,0.7588,1.14935,0.83214,0.7124,0.78626,0.53625,1.3571,0.89736,1.33724,0.00448106,0.00448106,0.00448106
324,5211.33,1.03557,0.75224,1.13744,0.83287,0.71302,0.78418,0.53208,1.35304,0.89105,1.33466,0.00445532,0.00445532,0.00445532
325,5227.3,1.05938,0.78532,1.15685,0.82788,0.71209,0.78241,0.5266,1.35646,0.899,1.33704,0.0044296,0.0044296,0.0044296
326,5243.5,1.04147,0.77078,1.14115,0.83413,0.70417,0.78041,0.52688,1.35859,0.9005,1.33309,0.0044039,0.0044039,0.0044039
327,5259.58,1.0539,0.78615,1.15279,0.83755,0.70796,0.78061,0.52296,1.36041,0.89551,1.32975,0.00437821,0.00437821,0.00437821
328,5275.75,1.04304,0.77095,1.14105,0.82555,0.70556,0.77489,0.52056,1.36104,0.89141,1.33448,0.00435254,0.00435254,0.00435254
329,5291.78,1.03885,0.75532,1.14939,0.82213,0.70743,0.77115,0.51912,1.35723,0.88936,1.33532,0.00432689,0.00432689,0.00432689
330,5307.56,1.04148,0.74738,1.13887,0.82201,0.70932,0.77147,0.51808,1.35444,0.89387,1.33616,0.00430126,0.00430126,0.00430126
331,5323.53,1.04284,0.78722,1.14864,0.83061,0.71329,0.77261,0.51766,1.3544,0.88805,1.3351,0.00427565,0.00427565,0.00427565
332,5339.5,1.0403,0.76557,1.13595,0.82396,0.70503,0.76661,0.51864,1.35671,0.89012,1.33813,0.00425006,0.00425006,0.00425006
333,5355.38,1.04408,0.77046,1.14934,0.82387,0.70876,0.76845,0.52508,1.35813,0.88693,1.33999,0.00422449,0.00422449,0.00422449
334,5371.25,1.04401,0.75304,1.1402,0.82704,0.70837,0.76979,0.5234,1.36213,0.88023,1.3436,0.00419895,0.00419895,0.00419895
335,5387.17,1.04006,0.74164,1.13397,0.83267,0.70837,0.77436,0.52538,1.36107,0.87636,1.3458,0.00417343,0.00417343,0.00417343
336,5403.19,1.03275,0.75628,1.13122,0.83174,0.71721,0.77608,0.52706,1.35649,0.87252,1.34575,0.00414793,0.00414793,0.00414793
337,5419.01,1.04196,0.75306,1.13752,0.81754,0.71556,0.77524,0.52561,1.36037,0.87555,1.34957,0.00412246,0.00412246,0.00412246
338,5434.89,1.01434,0.73433,1.12165,0.83255,0.72197,0.78048,0.5268,1.35941,0.8811,1.34579,0.00409702,0.00409702,0.00409702
339,5450.7,1.03993,0.76292,1.13232,0.82075,0.71755,0.77818,0.52217,1.36122,0.88776,1.34382,0.0040716,0.0040716,0.0040716
340,5466.68,1.02932,0.72158,1.12362,0.82622,0.71971,0.77932,0.52693,1.36282,0.88932,1.34551,0.0040462,0.0040462,0.0040462
341,5483.05,1.02311,0.75748,1.13154,0.8171,0.70908,0.77835,0.523,1.36208,0.88887,1.34207,0.00402084,0.00402084,0.00402084
342,5499.41,1.02705,0.7595,1.13276,0.82298,0.7099,0.77893,0.52467,1.36283,0.88546,1.34099,0.0039955,0.0039955,0.0039955
343,5515.46,1.02317,0.74028,1.12981,0.83508,0.71219,0.78074,0.52629,1.36597,0.89396,1.34407,0.00397019,0.00397019,0.00397019
344,5531.39,1.02126,0.72593,1.13267,0.84048,0.71095,0.78144,0.52847,1.36075,0.89265,1.34521,0.00394491,0.00394491,0.00394491
345,5547.25,1.03933,0.74491,1.13231,0.82954,0.70884,0.77604,0.5287,1.35773,0.89164,1.34666,0.00391966,0.00391966,0.00391966
346,5563.27,1.05543,0.7709,1.15797,0.83189,0.71734,0.77866,0.527,1.35869,0.88665,1.34773,0.00389445,0.00389445,0.00389445
347,5579.31,1.04259,0.76385,1.14119,0.82061,0.71051,0.77363,0.52619,1.36144,0.88863,1.35105,0.00386926,0.00386926,0.00386926
348,5595.16,1.0165,0.72835,1.12594,0.82285,0.71397,0.77586,0.52626,1.36099,0.88548,1.35002,0.00384411,0.00384411,0.00384411
349,5611.04,1.0109,0.73701,1.12634,0.81583,0.70747,0.76954,0.52035,1.36023,0.88278,1.34979,0.00381899,0.00381899,0.00381899
350,5626.88,1.0199,0.73124,1.12348,0.82136,0.71599,0.77591,0.52244,1.35964,0.88076,1.34858,0.0037939,0.0037939,0.0037939
351,5642.73,1.01447,0.73383,1.12348,0.81701,0.71002,0.7706,0.52014,1.36308,0.88809,1.35059,0.00376885,0.00376885,0.00376885
352,5658.59,1.02619,0.73562,1.13322,0.82917,0.71816,0.77878,0.52437,1.35965,0.88925,1.3475,0.00374383,0.00374383,0.00374383
353,5674.35,1.02013,0.72514,1.12613,0.82954,0.71983,0.77963,0.52397,1.36111,0.89131,1.34857,0.00371885,0.00371885,0.00371885
354,5690.17,1.0098,0.74346,1.13006,0.83129,0.71987,0.78043,0.52487,1.3655,0.88898,1.35376,0.0036939,0.0036939,0.0036939
355,5706.03,1.02069,0.73372,1.12204,0.83821,0.72017,0.78004,0.5253,1.36779,0.8935,1.35602,0.00366899,0.00366899,0.00366899
356,5722.18,1.01383,0.74455,1.12501,0.8419,0.71485,0.77738,0.52099,1.36818,0.8921,1.35563,0.00364412,0.00364412,0.00364412
357,5738.39,1.02282,0.74437,1.12768,0.8397,0.71455,0.77564,0.51848,1.36874,0.89576,1.3556,0.00361929,0.00361929,0.00361929
358,5754.73,1.01052,0.72891,1.12417,0.84107,0.71616,0.77877,0.52075,1.37025,0.89569,1.35809,0.0035945,0.0035945,0.0035945
359,5770.8,1.02726,0.74953,1.13029,0.83676,0.71368,0.77762,0.52117,1.37271,0.89658,1.36245,0.00356975,0.00356975,0.00356975
360,5786.79,1.02102,0.74016,1.12929,0.82869,0.71368,0.77453,0.51989,1.37441,0.89909,1.36496,0.00354504,0.00354504,0.00354504
361,5802.8,1.00672,0.71885,1.12155,0.83655,0.72322,0.78318,0.52134,1.37366,0.8963,1.36608,0.00352037,0.00352037,0.00352037
362,5818.8,1.02191,0.74826,1.12686,0.82875,0.71506,0.77468,0.52344,1.37262,0.89464,1.364,0.00349574,0.00349574,0.00349574
363,5834.66,1.00133,0.71949,1.11309,0.83506,0.71937,0.77996,0.52487,1.37098,0.89545,1.36176,0.00347115,0.00347115,0.00347115
